,x,y
35839,<user> that your blog? - didn't realize i was following the blogger on my rss feed! great idea btw,surprise
35840,this morning is for smiling smugly to oneself. anyone can join in,joy
35841,"<user> will terminator be on next week's trs by chance? and i dont mean tuesday's release, but the next",fear
35842,<user> awww. sooo adorable! how old were u in that video?,joy
35843,"<user> thanks, that was gonna be my next tweet...you the man figuratively speaking",love
35844,sha and i are fcp/macbook pro buddies now.,joy
35845,new photo im hungry...getting off the computer now!,fear
35846,"<user> sure! of course i'll pray for her too. thank you, jo send my warm regards to ur mom.: <user> <url>",surprise
35847,hahhahah i'm watching the greatest movie ever,joy
35848,i'm going to see sweeney todd on stage with my best friend for her bday today (i know i'm going to be the one who sings along!!),joy
35849,<user> lol. leave a kid on internet and the kid will do stupid things.,fear
35850,here dude we got here n a table readyyy fo us,fear
35851,<user> looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,joy
35852,<user> are you in need of another kiss attack??,joy
35853,<user> shop smart. shop s mart.,noemo
35854,"sleepy time! and, my room is finally clean.",noemo
35855,<user> i know!! yayy,joy
35856,"<user> - bless you as well sweetie, and i hope you have a wonderful weekend",joy
35857,happy mother's day to all mums on twitter,love
35858,<user> just kick their asses and call it a day.,joy
35859,"alright, i think it's time for bed...even though i'll probably surf the net for another hour before i go to sleep lol! goodnight",joy
35860,<user> so ur moomie liked the pandora? you can buy me one next lol,joy
35861,happy mothers day!!!,love
35862,happy mother's day !!,surprise
35863,<user> can you please <user> with that? i'd love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,joy
35864,goodnight;,noemo
35865,happy mothers day to all the mothers in my life,love
35866,<user> lol - birmingham was my 1st love... but it's time to move on! ;) good morning,sadness
35867,"3:31 loved the rain this morning,",love
35868,happy mothers day!,joy
35869,<user> demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it,joy
35870,wishes that you would see not with your eyes but with your heart. <url>,love
35871,<user> i was just at geno's 3hrs ago. would have went to pats but the neon lights got me lol. had drinks at south philly bar too,noemo
35872,"<user> ha, great description of your jealousy i must say. i will upload a pic 2morrow. the tat actually represents free-thinking",fear
35873,"<user> lol, me too!!",fear
35874,g'night twitterverse! thanks for keeping me entertained!!,joy
35875,happy mother's day,noemo
35876,"<user> morning, dude! ivy has decided she wants to go on a boat today. are you guys around this pm? would be nice to see you.",joy
35877,<user> lulz at robert,noemo
35878,hence the smiley face. ha ha ha ha. lol yeah i'm hong to be tired as fuck tomorrow. but guess what i do not care.,joy
35879,listening to lady gaga... relatives just left after our mother's day celebration,noemo
35880,happy mother's day to all the mom's! love you mom,surprise
35881,<user> awesome..am headin there that nite after my grad dinner c u then boi! hehe,joy
35882,<user> not yet. i save the pages to read for when i travel,noemo
35883,"morning, i'm shattered. couldn't sleep last night....got to sleep about 5am then had to be up at 7am! doh!",noemo
35884,star trek movie: riveting. soundtrack: superb. overall experience: fantastic. alyssa jumping at german shepherd: priceless.,sadness
35885,"can't believe i just drove all the way back to school...whatever happy mother's day: mommy, precious, candis and granny",joy
35886,<user> hahahaha yay!!!! lakers!!! and i would please like some of that dip!!,joy
35887,my first mother's day and next one in two weeks,noemo
35888,happy mothers day mom.. i love yew...,love
35889,fuck em,anger
35890,<user> resistance was futile! needed pretties to knit with,noemo
35891,travel blog up and running! <url> can't wait to start filling it up with entries! ),joy
35892,happy mothers day!!,love
35893,"<user> lol! i liked the log ride reference, but all i think about when i think of that ride is how wet you get",joy
35894,<user> it'll probably come out like i'm drunk or something...i'll be so nervous!! lol...thats why we will be there to help eachother,fear
35895,at social. just saw g-1.. awwww,sadness
35896,going to get dinner with the parents,noemo
35897,"goodmorning, hope everyone has a beautiful day today x",love
35898,<user> you still pretending to be metal?,noemo
35899,with my boy still he's everything to me,love
35900,is pretty hammered drunk! props to me! two nights in a row!!!,joy
35901,stood for 4 hours in heels. all for looks and to b able to look over tall people.,surprise
35902,<user> a big ginger and white male cat and a little female tortoiseshell. both indoor cats and rule the house,joy
35903,<user> kasi naman mahirap na hindi ma-notice ang beauty and kasexyhan mo (bumabawi),noemo
35904,home now phone with jason and it's off to bed i go good night and good night,fear
35905,<user> cool shot!,fear
35906,i am letting you read this.......,noemo
35907,yaaw some one want call with me?? 5529634599,noemo
35908,<user> they certainly warmed mine,noemo
35909,<user> yes! it definitely paid off ... thanks 4 the advice,fear
35910,will cook a sumptuous lunch today,noemo
35911,"<user> i know, me too!!",joy
35912,is going to help lancey cook,joy
35913,<user> take that back. i am insulted.,anger
35914,<user> gotta love skype! make sure you get their new update!,joy
35915,"<user> ah, ok thank youuuuuu!",joy
35916,i'm realizing i'm horribly awkward.,noemo
35917,"<user> haha! what's it like looking back on work? or fun, as i'm sure it was",joy
35918,<user> i was thinking of changing it but it is a hassle for everyone who follows us so i get to be jason,sadness
35919,i am in total love with my lip ring...more than all 12 of my piercings...it is my ut-most favorite,love
35920,according to marco smoking weed makes you philosophical.... i consider myself philosophical. in the shower.,noemo
35921,"<user> heh, you seem to have a complex about your iphone jealousy. this self-denial is harmful! just let it out.",anger
35922,<user> well i am going to get off now so i'll talk to you later. goodnight and good dreams,joy
35923,"<user> <user> dudes, c'mon - that's almost the ghey!",fear
35924,<user> you are so freaking awesome solange. happy mother's day. i wish i had a mom like you...sad. blah. but best wishes!,sadness
35925,@ ember with dante... i have so much fun with him can i smile any harder...,love
35926,<user> i never 4get bout u .. your my boyfriend #2... whom i lovesssss down .. let's chill this week,love
35927,<user> lol yea i know! i'm almost done with my semester this week yay!!,joy
35928,"niqhty niqht niqht .. all toqether, great day ;; <user> ily yall !!",joy
35929,exhausted but happy supercool gig at love amazing crowd amazing club so happy to be there! now off to sleep for a few hours,fear
35930,"better get to sleep, dodger game/mothers day 2maro ewl i have to wake up at 8!",joy
35931,morning people! just woke up now!,joy
35932,had a great night! tomorrow is mothers day,joy
35933,happy mothers day. take ur mothers into a special place.,love
35934,"the sun is shining brightly and the day has just begun! what's in store? wandering around les calanques maybe? vin, definitely!",joy
35935,justin timberlake and leonard nimoy? and a dick in the box sequel? priceless,joy
35936,thank you opendns for saving me from comcast's crappy dns server. my internet is back up to par finally.,joy
35937,"<user> i hope so, recorded the pit/was game to find out it didnt record... lucky it wasn't the leafs, i woulda lost it by now",sadness
35938,<user> haha good job getting close. her eyes are set somewhere else though,joy
35939,wrestlefest was fun! now tune into <url> from 2-3 sunday and chat with me,joy
35940,"aww thats wikid, i need to book myne again sooon miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx",sadness
35941,<user> kels i think i figured this out.. and yer my only real friend on here so im pretty much just stalking you,fear
35942,"steak and shake with ramon, matt, and chris.",love
35943,<user> the rest of the week is less than 2.5 hours long,sadness
35944,"my 100th post- dedicated to sarah,sunny weather,and my love for that snakes on a plane (bring it) song that should have died already.",joy
35945,"<user> i'm still on the bandwagon. figured i've been on this ride so far, might as well see what happens.",noemo
35946,in the process of learning how to drive stick shift. its getting easier thanks to <user>,noemo
35947,"just got home! let us all be connected with god, constantly!",sadness
35948,"oh, and yippee for lyn-z way who gets to celebrate mother's day for the first time as a mother.",love
35949,good night everyone,noemo
35950,best day at park for mother's day -- love my mum to bits!! massive weekend tho -- wee bit weary but super content!,love
35951,"yes, i love tea. if that makes me typically english then so be it",love
35952,<user> you're absolutely welcome. i love you too and am happy i was able to help make that moment happen.,love
